,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
3961,2018-05-15,563,1,17.5,78,0.6,277,13.6,0.0,0.0,0.0,Spring,0,1
3962,2018-05-15,372,2,17.1,74,0.4,350,12.4,0.0,0.0,0.0,Spring,0,1
3963,2018-05-15,241,3,16.6,74,0.4,402,11.9,0.0,0.0,0.0,Spring,0,1
3964,2018-05-15,170,4,16.1,74,0.8,440,11.4,0.0,0.0,0.0,Spring,0,1
3965,2018-05-15,182,5,15.7,76,0.6,330,11.4,0.0,0.0,0.0,Spring,0,1
3966,2018-05-15,562,6,15.4,84,0.8,235,12.7,0.03,0.0,0.0,Spring,0,1
3967,2018-05-15,1239,7,16.2,79,1.2,239,12.5,0.36,0.0,0.0,Spring,0,1
3968,2018-05-15,2059,8,18.4,68,1.1,254,12.3,0.88,0.0,0.0,Spring,0,1
3969,2018-05-15,1148,9,20.8,53,0.8,381,10.8,1.58,0.0,0.0,Spring,0,1
3970,2018-05-15,832,10,22.7,37,0.9,879,7.2,2.18,0.0,0.0,Spring,0,1
3971,2018-05-15,944,11,24.8,36,1.8,973,8.7,2.7,0.0,0.0,Spring,0,1
3972,2018-05-15,1058,12,26.3,36,1.1,1133,10.0,2.88,0.0,0.0,Spring,0,1
3973,2018-05-15,1080,13,27.8,34,1.5,1306,10.4,3.14,0.0,0.0,Spring,0,1
3974,2018-05-15,1092,14,28.5,33,0.9,1348,10.6,2.51,0.0,0.0,Spring,0,1
3975,2018-05-15,1210,15,29.1,38,1.7,1602,13.3,1.89,0.0,0.0,Spring,0,1
3976,2018-05-15,1458,16,28.8,37,2.4,1629,12.6,1.44,0.0,0.0,Spring,0,1
3977,2018-05-15,1951,17,28.5,43,1.7,1404,14.6,1.06,0.0,0.0,Spring,0,1
3978,2018-05-15,2915,18,27.5,47,2.5,1113,15.1,0.43,0.0,0.0,Spring,0,1
3979,2018-05-15,2248,19,26.9,49,0.9,1063,15.2,0.1,0.0,0.0,Spring,0,1
3980,2018-05-15,1958,20,26.3,53,1.0,908,15.9,0.0,0.0,0.0,Spring,0,1
3981,2018-05-15,1944,21,25.6,56,0.7,884,16.1,0.0,0.0,0.0,Spring,0,1
3982,2018-05-15,1640,22,25.0,59,0.6,742,16.4,0.0,0.0,0.0,Spring,0,1
3983,2018-05-15,848,23,24.8,60,1.0,795,16.5,0.0,0.0,0.0,Spring,0,1
3984,2018-05-16,662,0,24.4,63,0.8,745,16.8,0.0,0.0,0.0,Spring,0,1
3985,2018-05-16,502,1,24.1,67,0.5,686,17.5,0.0,0.0,0.0,Spring,0,1
3986,2018-05-16,145,2,23.9,69,0.3,531,17.8,0.0,0.2,0.0,Spring,0,1
3987,2018-05-16,166,3,22.6,89,0.7,327,20.6,0.0,0.8,0.0,Spring,0,1
3988,2018-05-16,124,4,22.3,86,0.5,387,19.8,0.0,0.0,0.0,Spring,0,1
3989,2018-05-16,52,5,22.3,87,0.6,399,20.0,0.0,0.0,0.0,Spring,0,1
3990,2018-05-16,135,6,22.1,94,0.9,269,21.0,0.0,2.0,0.0,Spring,0,1
3991,2018-05-16,367,7,22.0,95,0.7,342,21.1,0.0,0.0,0.0,Spring,0,1
3992,2018-05-16,291,8,22.4,93,1.2,683,21.2,0.04,0.0,0.0,Spring,0,1
3993,2018-05-16,97,9,22.8,93,3.1,569,21.6,0.06,4.0,0.0,Spring,0,1
3994,2018-05-16,81,10,22.8,95,1.7,176,21.9,0.05,1.0,0.0,Spring,0,1
3995,2018-05-16,243,11,22.7,93,4.8,832,21.5,0.17,0.0,0.0,Spring,0,1
3996,2018-05-16,59,12,22.9,87,4.0,1497,20.6,0.22,0.0,0.0,Spring,0,1
3997,2018-05-16,151,13,21.8,97,2.4,682,21.2,0.06,35.0,0.0,Spring,0,1
3998,2018-05-16,248,14,22.0,96,2.9,1327,21.3,0.39,0.0,0.0,Spring,0,1
3999,2018-05-16,240,15,22.0,96,2.9,313,21.3,0.2,0.0,0.0,Spring,0,1
4000,2018-05-16,223,16,21.8,97,1.8,206,21.2,0.18,0.0,0.0,Spring,0,1
4001,2018-05-16,304,17,21.9,97,3.2,207,21.3,0.14,0.5,0.0,Spring,0,1
4002,2018-05-16,562,18,21.9,97,2.1,191,21.3,0.08,0.0,0.0,Spring,0,1
4003,2018-05-16,404,19,21.9,97,2.2,196,21.3,0.01,0.0,0.0,Spring,0,1
4004,2018-05-16,338,20,21.8,97,2.2,156,21.2,0.0,0.5,0.0,Spring,0,1
4005,2018-05-16,398,21,21.8,97,1.3,160,21.2,0.0,0.5,0.0,Spring,0,1
4006,2018-05-16,399,22,21.9,97,1.5,164,21.3,0.0,0.0,0.0,Spring,0,1
4007,2018-05-16,225,23,22.0,97,0.9,158,21.4,0.0,0.0,0.0,Spring,0,1
4008,2018-05-17,118,0,22.0,97,1.6,152,21.4,0.0,0.5,0.0,Spring,0,1
4009,2018-05-17,144,1,22.0,97,2.1,192,21.4,0.0,0.5,0.0,Spring,0,1
4010,2018-05-17,78,2,21.8,97,1.3,175,21.2,0.0,1.0,0.0,Spring,0,1
4011,2018-05-17,38,3,21.8,98,0.6,113,21.4,0.0,2.5,0.0,Spring,0,1
4012,2018-05-17,51,4,19.2,98,2.4,1965,18.8,0.0,19.0,0.0,Spring,0,1
4013,2018-05-17,54,5,18.8,97,0.9,1927,18.3,0.0,0.0,0.0,Spring,0,1
4014,2018-05-17,69,6,18.9,98,0.3,338,18.5,0.0,0.0,0.0,Spring,0,1
4015,2018-05-17,80,7,19.1,98,0.3,125,18.7,0.0,0.0,0.0,Spring,0,1
4016,2018-05-17,152,8,19.7,98,0.5,1958,19.3,0.12,13.5,0.0,Spring,0,1
4017,2018-05-17,28,9,19.7,98,0.5,659,19.3,0.05,10.0,0.0,Spring,0,1
4018,2018-05-17,141,10,20.1,98,1.2,885,19.7,0.13,2.0,0.0,Spring,0,1
4019,2018-05-17,182,11,20.4,98,0.9,300,20.0,0.25,2.5,0.0,Spring,0,1
4020,2018-05-17,467,12,21.7,96,0.8,1773,21.0,0.81,1.5,0.0,Spring,0,1
4021,2018-05-17,592,13,23.4,83,1.7,1944,20.3,1.5,0.0,0.0,Spring,0,1
4022,2018-05-17,352,14,23.4,81,0.6,1921,19.9,0.5,0.0,0.0,Spring,0,1
4023,2018-05-17,186,15,22.8,95,1.6,294,21.9,0.11,0.5,0.0,Spring,0,1
4024,2018-05-17,102,16,22.9,95,0.4,385,22.0,0.31,0.0,0.0,Spring,0,1
4025,2018-05-17,131,17,22.7,96,0.4,249,22.0,0.11,2.5,0.0,Spring,0,1
4026,2018-05-17,431,18,22.6,97,1.1,304,22.0,0.07,1.5,0.0,Spring,0,1
4027,2018-05-17,29,19,22.3,96,2.6,191,21.6,0.0,0.0,0.0,Spring,0,1
4028,2018-05-17,17,20,21.3,97,2.8,388,20.7,0.0,12.5,0.0,Spring,0,1
4029,2018-05-17,18,21,20.5,97,1.1,726,20.0,0.0,4.0,0.0,Spring,0,1
4030,2018-05-17,26,22,20.2,98,0.5,468,19.8,0.0,6.0,0.0,Spring,0,1
4031,2018-05-17,35,23,20.0,98,1.8,589,19.6,0.0,2.5,0.0,Spring,0,1
4032,2018-05-18,129,0,19.3,97,1.8,523,18.8,0.0,1.0,0.0,Spring,0,1
4033,2018-05-18,116,1,19.0,97,1.5,278,18.5,0.0,1.0,0.0,Spring,0,1
4034,2018-05-18,48,2,18.8,98,1.5,237,18.4,0.0,0.5,0.0,Spring,0,1
4035,2018-05-18,47,3,18.3,98,1.6,320,17.9,0.0,2.0,0.0,Spring,0,1
4036,2018-05-18,22,4,18.1,98,1.7,223,17.7,0.0,1.0,0.0,Spring,0,1
4037,2018-05-18,29,5,17.8,98,1.0,457,17.4,0.0,0.5,0.0,Spring,0,1
4038,2018-05-18,77,6,17.4,98,0.3,234,17.0,0.0,0.0,0.0,Spring,0,1
4039,2018-05-18,210,7,16.6,98,0.6,219,16.2,0.01,0.5,0.0,Spring,0,1
4040,2018-05-18,400,8,16.4,98,0.3,514,16.0,0.11,0.0,0.0,Spring,0,1
4041,2018-05-18,427,9,16.6,98,0.6,301,16.2,0.18,0.5,0.0,Spring,0,1
4042,2018-05-18,454,10,16.3,97,1.0,693,15.8,0.37,0.0,0.0,Spring,0,1
4043,2018-05-18,352,11,16.6,96,0.7,539,15.9,0.41,0.0,0.0,Spring,0,1
4044,2018-05-18,185,12,16.6,96,0.8,430,15.9,0.34,0.0,0.0,Spring,0,1
4045,2018-05-18,509,13,16.7,93,1.0,1373,15.5,0.72,0.5,0.0,Spring,0,1
4046,2018-05-18,697,14,16.7,88,1.5,1760,14.6,0.72,0.0,0.0,Spring,0,1
4047,2018-05-18,906,15,16.7,85,1.2,2000,14.1,0.49,0.0,0.0,Spring,0,1
4048,2018-05-18,1182,16,17.0,82,1.9,2000,13.8,0.84,0.0,0.0,Spring,0,1
4049,2018-05-18,1551,17,17.2,81,1.2,2000,13.9,0.57,0.0,0.0,Spring,0,1
4050,2018-05-18,2261,18,17.5,79,1.5,2000,13.8,0.57,0.0,0.0,Spring,0,1
4051,2018-05-18,1751,19,17.0,76,1.5,2000,12.7,0.29,0.0,0.0,Spring,0,1
4052,2018-05-18,1386,20,16.2,76,2.1,2000,11.9,0.02,0.0,0.0,Spring,0,1
4053,2018-05-18,1263,21,15.3,73,2.3,2000,10.4,0.0,0.0,0.0,Spring,0,1
4054,2018-05-18,1221,22,14.2,73,1.9,2000,9.4,0.0,0.0,0.0,Spring,0,1
4055,2018-05-18,864,23,13.2,68,1.8,2000,7.4,0.0,0.0,0.0,Spring,0,1
4056,2018-05-19,689,0,12.2,67,1.2,2000,6.2,0.0,0.0,0.0,Spring,0,1
4057,2018-05-19,676,1,11.4,74,1.3,2000,6.9,0.0,0.0,0.0,Spring,0,1
4058,2018-05-19,526,2,11.1,74,1.9,2000,6.6,0.0,0.0,0.0,Spring,0,1
4059,2018-05-19,320,3,10.7,73,1.3,2000,6.0,0.0,0.0,0.0,Spring,0,1
4060,2018-05-19,213,4,10.5,73,1.2,2000,5.8,0.0,0.0,0.0,Spring,0,1
4061,2018-05-19,198,5,10.4,71,1.1,2000,5.3,0.0,0.0,0.0,Spring,0,1
4062,2018-05-19,234,6,10.5,70,1.0,2000,5.2,0.03,0.0,0.0,Spring,0,1
4063,2018-05-19,436,7,11.4,0,1.4,2000,4.5,0.46,0.0,0.0,Spring,0,1
4064,2018-05-19,766,8,13.7,57,1.4,2000,5.3,1.28,0.0,0.0,Spring,0,1
4065,2018-05-19,932,9,15.7,49,1.6,2000,5.0,2.0,0.0,0.0,Spring,0,1
4066,2018-05-19,1051,10,17.2,45,2.1,2000,5.1,2.61,0.0,0.0,Spring,0,1
4067,2018-05-19,1290,11,19.0,44,1.4,2000,6.4,3.12,0.0,0.0,Spring,0,1
4068,2018-05-19,1573,12,20.5,42,2.1,2000,7.1,3.42,0.0,0.0,Spring,0,1
4069,2018-05-19,1865,13,21.9,39,2.0,2000,7.3,3.52,0.0,0.0,Spring,0,1
4070,2018-05-19,2128,14,22.8,39,2.6,1983,8.1,3.39,0.0,0.0,Spring,0,1
4071,2018-05-19,2268,15,23.9,37,1.6,2000,8.3,3.07,0.0,0.0,Spring,0,1
4072,2018-05-19,2479,16,24.5,34,1.5,2000,7.5,2.54,0.0,0.0,Spring,0,1
4073,2018-05-19,2355,17,24.5,35,1.8,1927,8.0,1.93,0.0,0.0,Spring,0,1
4074,2018-05-19,2439,18,24.0,34,1.7,2000,7.1,1.22,0.0,0.0,Spring,0,1
4075,2018-05-19,2140,19,22.6,34,1.5,2000,5.9,0.51,0.0,0.0,Spring,0,1
4076,2018-05-19,1872,20,20.9,34,1.4,2000,4.4,0.03,0.0,0.0,Spring,0,1
4077,2018-05-19,1780,21,19.5,34,1.3,2000,3.2,0.0,0.0,0.0,Spring,0,1
4078,2018-05-19,1595,22,18.4,34,1.2,2000,2.2,0.0,0.0,0.0,Spring,0,1
4079,2018-05-19,1169,23,17.1,37,1.3,2000,2.2,0.0,0.0,0.0,Spring,0,1
4368,2018-06-01,963,0,20.1,63,1.1,1698,12.8,0.0,0.0,0.0,Summer,0,1
4369,2018-06-01,776,1,19.5,65,0.4,1662,12.7,0.0,0.0,0.0,Summer,0,1
4370,2018-06-01,554,2,19.0,72,1.4,1258,13.8,0.0,0.0,0.0,Summer,0,1
4371,2018-06-01,366,3,18.6,72,1.4,1340,13.4,0.0,0.0,0.0,Summer,0,1
4372,2018-06-01,265,4,18.1,76,1.8,561,13.7,0.0,0.0,0.0,Summer,0,1
4373,2018-06-01,306,5,17.8,75,1.0,1210,13.3,0.0,0.0,0.0,Summer,0,1
4374,2018-06-01,672,6,17.5,76,1.2,1161,13.2,0.05,0.0,0.0,Summer,0,1
4375,2018-06-01,1421,7,18.1,64,0.6,923,11.1,0.47,0.0,0.0,Summer,0,1
4376,2018-06-01,2149,8,20.6,55,0.7,1200,11.2,1.21,0.0,0.0,Summer,0,1
4377,2018-06-01,1219,9,23.1,52,1.7,1012,12.6,1.88,0.0,0.0,Summer,0,1
4378,2018-06-01,862,10,25.3,45,1.3,1371,12.5,2.45,0.0,0.0,Summer,0,1
4379,2018-06-01,1036,11,26.8,38,2.6,1879,11.2,2.99,0.0,0.0,Summer,0,1
4380,2018-06-01,1076,12,28.2,34,2.6,1867,10.8,3.26,0.0,0.0,Summer,0,1
4381,2018-06-01,1093,13,29.4,33,2.2,1535,11.4,3.3,0.0,0.0,Summer,0,1
4382,2018-06-01,1071,14,29.6,31,3.7,1988,10.6,3.25,0.0,0.0,Summer,0,1
4383,2018-06-01,1235,15,29.9,36,3.3,1866,13.2,2.94,0.0,0.0,Summer,0,1
4384,2018-06-01,1488,16,29.9,34,3.2,1912,12.3,2.46,0.0,0.0,Summer,0,1
4385,2018-06-01,2123,17,29.2,35,4.3,1967,12.1,1.87,0.0,0.0,Summer,0,1
4386,2018-06-01,3088,18,28.5,36,3.0,1981,11.9,1.21,0.0,0.0,Summer,0,1
4387,2018-06-01,2505,19,26.8,35,1.9,2000,10.0,0.54,0.0,0.0,Summer,0,1
4388,2018-06-01,2163,20,25.0,39,2.8,2000,10.0,0.06,0.0,0.0,Summer,0,1
4389,2018-06-01,2066,21,23.5,44,1.6,2000,10.5,0.0,0.0,0.0,Summer,0,1
4390,2018-06-01,1991,22,22.7,44,1.5,2000,9.8,0.0,0.0,0.0,Summer,0,1
4391,2018-06-01,1440,23,21.8,49,1.6,1965,10.6,0.0,0.0,0.0,Summer,0,1
4392,2018-06-02,1165,0,20.9,53,1.4,1717,10.9,0.0,0.0,0.0,Summer,0,1
4393,2018-06-02,989,1,20.2,57,0.4,1428,11.4,0.0,0.0,0.0,Summer,0,1
4394,2018-06-02,677,2,19.6,60,1.9,1200,11.6,0.0,0.0,0.0,Summer,0,1
4395,2018-06-02,475,3,18.9,63,1.5,1007,11.6,0.0,0.0,0.0,Summer,0,1
4396,2018-06-02,312,4,18.3,66,1.3,929,11.8,0.0,0.0,0.0,Summer,0,1
4397,2018-06-02,264,5,17.8,69,1.1,951,12.0,0.0,0.0,0.0,Summer,0,1
4398,2018-06-02,342,6,17.7,68,1.3,842,11.7,0.05,0.0,0.0,Summer,0,1
4399,2018-06-02,560,7,18.1,59,0.6,789,9.9,0.47,0.0,0.0,Summer,0,1
4400,2018-06-02,898,8,20.4,54,1.0,828,10.7,1.23,0.0,0.0,Summer,0,1
4401,2018-06-02,1005,9,23.3,43,1.2,1257,10.0,1.91,0.0,0.0,Summer,0,1
4402,2018-06-02,1044,10,25.5,33,1.1,1815,0.0,2.52,0.0,0.0,Summer,0,1
4403,2018-06-02,1094,11,27.3,35,2.3,1537,10.4,2.98,0.0,0.0,Summer,0,1
4404,2018-06-02,1253,12,28.3,30,3.0,1675,9.0,3.29,0.0,0.0,Summer,0,1
4405,2018-06-02,1334,13,29.6,24,2.4,1873,6.8,3.42,0.0,0.0,Summer,0,1
4406,2018-06-02,1396,14,29.8,23,3.6,1945,6.4,3.32,0.0,0.0,Summer,0,1
4407,2018-06-02,1535,15,29.8,24,2.9,1939,7.0,3.0,0.0,0.0,Summer,0,1
4408,2018-06-02,1707,16,29.6,26,3.7,2000,8.0,2.58,0.0,0.0,Summer,0,1
4409,2018-06-02,2025,17,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,Summer,0,1
4410,2018-06-02,2246,18,27.4,29,3.6,2000,7.7,1.19,0.0,0.0,Summer,0,1
4411,2018-06-02,2337,19,25.4,33,2.7,2000,7.9,0.54,0.0,0.0,Summer,0,1
4412,2018-06-02,2338,20,23.4,38,2.3,2000,8.2,0.06,0.0,0.0,Summer,0,1
4413,2018-06-02,2238,21,22.1,44,2.5,2000,9.2,0.0,0.0,0.0,Summer,0,1
4414,2018-06-02,1969,22,21.4,48,1.6,2000,9.9,0.0,0.0,0.0,Summer,0,1
4415,2018-06-02,1490,23,20.6,52,0.5,2000,10.3,0.0,0.0,0.0,Summer,0,1
4416,2018-06-03,1248,0,19.7,55,2.0,1986,10.3,0.0,0.0,0.0,Summer,0,1
4417,2018-06-03,902,1,19.2,57,0.8,1985,10.4,0.0,0.0,0.0,Summer,0,1
4418,2018-06-03,673,2,18.6,60,1.8,1841,10.6,0.0,0.0,0.0,Summer,0,1
4419,2018-06-03,437,3,18.0,64,1.3,1560,11.0,0.0,0.0,0.0,Summer,0,1
4420,2018-06-03,294,4,17.4,65,0.8,1093,10.7,0.0,0.0,0.0,Summer,0,1
4421,2018-06-03,193,5,17.1,66,0.3,1370,10.6,0.0,0.0,0.0,Summer,0,1
4422,2018-06-03,228,6,16.9,62,0.4,1768,9.5,0.06,0.0,0.0,Summer,0,1
4423,2018-06-03,423,7,18.0,54,0.7,1997,8.5,0.51,0.0,0.0,Summer,0,1
4424,2018-06-03,659,8,20.3,47,1.5,1785,8.6,1.05,0.0,0.0,Summer,0,1
4425,2018-06-03,831,9,22.7,39,0.7,1880,8.0,1.91,0.0,0.0,Summer,0,1
4426,2018-06-03,938,10,24.8,34,1.3,1869,7.8,2.09,0.0,0.0,Summer,0,1
4427,2018-06-03,977,11,26.7,30,1.1,1782,7.6,2.83,0.0,0.0,Summer,0,1
4428,2018-06-03,1134,12,28.7,27,1.7,1843,7.8,3.29,0.0,0.0,Summer,0,1
4429,2018-06-03,1393,13,29.4,24,2.7,1905,6.7,3.18,0.0,0.0,Summer,0,1
4430,2018-06-03,1399,14,29.8,26,2.2,1818,8.2,3.2,0.0,0.0,Summer,0,1
4431,2018-06-03,1556,15,30.7,21,2.5,1876,5.8,2.95,0.0,0.0,Summer,0,1
4432,2018-06-03,1834,16,30.4,28,3.6,1790,9.8,2.48,0.0,0.0,Summer,0,1
4433,2018-06-03,2131,17,29.5,29,4.1,1944,9.5,1.84,0.0,0.0,Summer,0,1
4434,2018-06-03,2349,18,29.3,25,2.4,1973,7.2,1.23,0.0,0.0,Summer,0,1
4435,2018-06-03,2514,19,27.4,29,2.4,2000,7.7,0.5,0.0,0.0,Summer,0,1
4436,2018-06-03,2460,20,25.3,32,2.2,1997,7.4,0.06,0.0,0.0,Summer,0,1
4437,2018-06-03,2173,21,24.2,32,2.1,2000,6.4,0.0,0.0,0.0,Summer,0,1
4438,2018-06-03,1741,22,23.0,38,1.2,1996,7.9,0.0,0.0,0.0,Summer,0,1
4439,2018-06-03,1274,23,22.0,44,0.8,1978,9.1,0.0,0.0,0.0,Summer,0,1
4440,2018-06-04,938,0,21.4,45,1.4,1964,8.9,0.0,0.0,0.0,Summer,0,1
4441,2018-06-04,596,1,20.7,47,0.9,1987,8.9,0.0,0.0,0.0,Summer,0,1
4442,2018-06-04,351,2,20.1,49,0.8,1978,9.0,0.0,0.0,0.0,Summer,0,1
4443,2018-06-04,244,3,19.6,51,1.0,1923,9.1,0.0,0.0,0.0,Summer,0,1
4444,2018-06-04,172,4,19.4,56,1.2,1752,10.3,0.0,0.0,0.0,Summer,0,1
4445,2018-06-04,299,5,19.2,56,0.9,1772,10.2,0.0,0.0,0.0,Summer,0,1
4446,2018-06-04,742,6,18.9,53,0.3,1871,9.1,0.04,0.0,0.0,Summer,0,1
4447,2018-06-04,1505,7,19.5,52,0.8,1818,9.3,0.46,0.0,0.0,Summer,0,1
4448,2018-06-04,2287,8,22.1,44,1.4,1435,9.2,1.16,0.0,0.0,Summer,0,1
4449,2018-06-04,1243,9,23.3,37,0.4,1336,7.7,1.28,0.0,0.0,Summer,0,1
4450,2018-06-04,970,10,25.1,40,2.7,1076,10.5,2.37,0.0,0.0,Summer,0,1
4451,2018-06-04,1008,11,26.1,37,2.4,1079,10.2,2.79,0.0,0.0,Summer,0,1
4452,2018-06-04,1152,12,26.3,36,3.1,1377,10.0,2.61,0.0,0.0,Summer,0,1
4453,2018-06-04,1085,13,27.4,30,2.0,1768,8.2,3.03,0.0,0.0,Summer,0,1
4454,2018-06-04,1148,14,26.5,43,3.9,1671,12.8,2.36,0.0,0.0,Summer,0,1
4455,2018-06-04,1249,15,25.5,43,2.9,1996,11.9,1.71,0.0,0.0,Summer,0,1
4456,2018-06-04,1671,16,25.5,43,3.2,1892,11.9,1.72,0.0,0.0,Summer,0,1
4457,2018-06-04,2190,17,24.9,46,2.0,1855,12.4,0.91,0.0,0.0,Summer,0,1
4458,2018-06-04,3380,18,24.4,48,1.9,1998,12.6,0.56,0.0,0.0,Summer,0,1
4459,2018-06-04,2788,19,23.9,51,2.3,2000,13.1,0.12,0.0,0.0,Summer,0,1
4460,2018-06-04,2508,20,23.4,43,1.1,2000,10.0,0.01,0.0,0.0,Summer,0,1
4461,2018-06-04,2377,21,22.6,62,1.1,1363,14.9,0.0,0.0,0.0,Summer,0,1
4462,2018-06-04,2000,22,22.0,64,1.8,1211,14.8,0.0,0.0,0.0,Summer,0,1
4463,2018-06-04,1354,23,21.4,68,2.7,972,15.2,0.0,0.0,0.0,Summer,0,1
4464,2018-06-05,927,0,20.5,71,2.8,1204,15.0,0.0,0.0,0.0,Summer,0,1
4465,2018-06-05,742,1,20.0,67,0.7,1426,13.6,0.0,0.0,0.0,Summer,0,1
4466,2018-06-05,448,2,19.7,66,0.5,1591,13.1,0.0,0.0,0.0,Summer,0,1
4467,2018-06-05,314,3,19.1,72,0.6,1370,13.9,0.0,0.0,0.0,Summer,0,1
4468,2018-06-05,214,4,18.5,72,0.6,1168,13.3,0.0,0.0,0.0,Summer,0,1
4469,2018-06-05,282,5,18.1,73,0.5,1182,13.1,0.0,0.0,0.0,Summer,0,1
4470,2018-06-05,733,6,17.8,73,0.4,1188,12.8,0.04,0.0,0.0,Summer,0,1
4471,2018-06-05,1602,7,18.8,64,0.7,1099,11.8,0.48,0.0,0.0,Summer,0,1
4472,2018-06-05,2322,8,21.5,58,1.1,1021,12.8,1.21,0.0,0.0,Summer,0,1
4473,2018-06-05,1344,9,23.5,51,1.4,1169,12.7,1.82,0.0,0.0,Summer,0,1
4474,2018-06-05,959,10,25.5,43,1.0,1568,11.9,2.49,0.0,0.0,Summer,0,1
4475,2018-06-05,974,11,26.8,37,1.6,1639,10.8,2.91,0.0,0.0,Summer,0,1
4476,2018-06-05,1111,12,28.2,35,1.2,1411,11.2,3.23,0.0,0.0,Summer,0,1
4477,2018-06-05,1058,13,28.6,34,2.0,1274,11.1,2.82,0.0,0.0,Summer,0,1
4478,2018-06-05,1120,14,28.9,34,2.7,1328,11.4,2.06,0.0,0.0,Summer,0,1
4479,2018-06-05,1250,15,29.0,38,3.4,749,13.2,2.12,0.0,0.0,Summer,0,1
4480,2018-06-05,1434,16,28.8,38,3.1,1027,13.0,2.14,0.0,0.0,Summer,0,1
4481,2018-06-05,2115,17,28.1,37,3.6,1346,12.0,1.56,0.0,0.0,Summer,0,1
4482,2018-06-05,3227,18,27.1,40,2.8,1811,12.3,1.0,0.0,0.0,Summer,0,1
4483,2018-06-05,2615,19,25.5,43,3.1,1760,11.9,0.41,0.0,0.0,Summer,0,1
4484,2018-06-05,2346,20,24.0,46,2.8,1896,11.6,0.06,0.0,0.0,Summer,0,1
4485,2018-06-05,2404,21,23.3,51,1.7,1654,12.5,0.0,0.0,0.0,Summer,0,1
4486,2018-06-05,2237,22,22.4,54,2.5,1778,12.6,0.0,0.0,0.0,Summer,0,1
4487,2018-06-05,1646,23,21.9,56,0.7,1898,12.7,0.0,0.0,0.0,Summer,0,1
4488,2018-06-06,1268,0,21.2,60,0.9,1789,13.1,0.0,0.0,0.0,Summer,1,1
4489,2018-06-06,1031,1,20.6,63,0.6,1670,13.3,0.0,0.0,0.0,Summer,1,1
4490,2018-06-06,792,2,20.1,65,1.0,1435,13.3,0.0,0.0,0.0,Summer,1,1
4491,2018-06-06,562,3,19.6,68,1.7,1260,13.5,0.0,0.0,0.0,Summer,1,1
4492,2018-06-06,332,4,19.2,68,0.8,1181,13.1,0.0,0.0,0.0,Summer,1,1
4493,2018-06-06,218,5,18.7,73,1.4,1065,13.7,0.0,0.0,0.0,Summer,1,1
4494,2018-06-06,351,6,18.5,73,1.1,1028,13.5,0.06,0.0,0.0,Summer,1,1
4495,2018-06-06,536,7,19.3,63,0.7,916,12.0,0.46,0.0,0.0,Summer,1,1
4496,2018-06-06,799,8,21.2,59,1.2,794,12.8,1.13,0.0,0.0,Summer,1,1
4497,2018-06-06,925,9,22.9,56,2.3,763,13.6,1.74,0.0,0.0,Summer,1,1
4498,2018-06-06,1087,10,24.3,53,2.9,949,14.1,2.37,0.0,0.0,Summer,1,1
4499,2018-06-06,1152,11,25.8,52,2.1,905,15.1,2.84,0.0,0.0,Summer,1,1
4500,2018-06-06,1400,12,27.3,51,2.8,703,16.2,3.16,0.0,0.0,Summer,1,1
4501,2018-06-06,1444,13,27.3,52,3.1,613,16.5,3.21,0.0,0.0,Summer,1,1
4502,2018-06-06,1603,14,27.4,50,3.5,615,16.0,3.01,0.0,0.0,Summer,1,1
4503,2018-06-06,1674,15,27.6,49,3.7,656,15.9,2.79,0.0,0.0,Summer,1,1
4504,2018-06-06,1940,16,27.9,47,2.8,824,15.5,2.36,0.0,0.0,Summer,1,1
4505,2018-06-06,2104,17,27.4,48,2.7,1084,15.4,1.8,0.0,0.0,Summer,1,1
4506,2018-06-06,2162,18,26.6,52,2.5,1368,15.9,1.09,0.0,0.0,Summer,1,1
4507,2018-06-06,2163,19,24.9,56,3.1,1469,15.5,0.51,0.0,0.0,Summer,1,1
4508,2018-06-06,2145,20,23.4,64,1.8,1144,16.1,0.07,0.0,0.0,Summer,1,1
4509,2018-06-06,1935,21,22.1,72,2.5,923,16.8,0.0,0.0,0.0,Summer,1,1
4510,2018-06-06,1624,22,20.8,78,1.8,763,16.8,0.0,0.0,0.0,Summer,1,1
4511,2018-06-06,1251,23,20.1,77,3.1,797,15.9,0.0,0.0,0.0,Summer,1,1
4512,2018-06-07,978,0,19.6,82,1.7,628,16.4,0.0,0.0,0.0,Summer,0,1
4513,2018-06-07,606,1,19.1,86,1.8,522,16.6,0.0,0.0,0.0,Summer,0,1
4514,2018-06-07,418,2,18.8,88,0.3,500,16.7,0.0,0.0,0.0,Summer,0,1
4515,2018-06-07,275,3,18.4,88,1.6,465,16.3,0.0,0.0,0.0,Summer,0,1
4516,2018-06-07,191,4,18.1,88,1.8,458,16.0,0.0,0.0,0.0,Summer,0,1
4517,2018-06-07,288,5,17.8,91,2.2,393,16.3,0.0,0.0,0.0,Summer,0,1
4518,2018-06-07,716,6,18.1,88,1.1,272,16.0,0.03,0.0,0.0,Summer,0,1
4519,2018-06-07,1551,7,18.6,85,2.0,307,16.0,0.16,0.0,0.0,Summer,0,1
